id,name,zone,lat,lon,area,addl
9278,East Shore Dr. @ Asbury Rd.,2,42.525009,-76.500152,Lansing (Town) ,""
9279,East Shore Dr. @ Atwater Rd.,2,42.530393,-76.501043,Lansing (Town) ,""
9275,East Shore Dr. @ Autumn Ridge,1,42.501086,-76.509347,Lansing (Town) ,""
9284,East Shore Dr. @ Bolton Point Rd.,1,42.502177,-76.509444,Lansing (Town) ,""
9274,East Shore Dr. @ Burdick Hill Rd.,1,42.497771,-76.509680,Lansing (Town) ,""
9280,East Shore Dr. @ Cayuga Vista Dr.,2,42.532939,-76.502867,Lansing (Town) ,""
9281,East Shore Dr. @ Drake Rd.,2,42.528085,-76.500871,Lansing (Town) ,""
9283,East Shore Dr. @ East Lake Rd.,1,42.514713,-76.508746,Lansing (Town) ,""
9282,East Shore Dr. @ East Shore Circle,2,42.517208,-76.507469,Lansing (Town) ,""
9285,East Shore Dr. @ Esty Dr.,1,42.497526,-76.509948,Lansing (Town) ,""
9286,East Shore Dr. @ James L. Gibbs Dr.,1,42.463993,-76.499176,Ithaca - Northside/ Fall Creek ,""
9276,East Shore Dr. @ Waterwagon,1,42.515512,-76.508231,Lansing (Town) ,""
9311,Eastern Hts. @ Joanne Dr.,1,42.425025,-76.456443,Town of Ithaca - East Hill ,""
9310,Eastern Hts. @ Sharlene Dr.,1,42.423338,-76.452516,Town of Ithaca - East Hill ,""
5020,Eastern Hts. @ Skyvue,1,42.422262,-76.448390,Town of Ithaca - East Hill ,""
6950,EcoVillage @ Rt. 79,1,42.448119,-76.540139,Town of Ithaca - West Hill ,"NYS Rt. 79 at Rachel Carson Way, entrance to EcoVillage"
5114,Ellis Hollow @ Genung Rd.,1,42.428097,-76.415191,Dryden (Town) ,"Brooktondale hamlet"
9369,Ellis Hollow @ Rt. 79,2,42.393655,-76.367265,Caroline/ Brooktondale,""
8117,Elmira @ Spencer,1,42.419984,-76.519405,Ithaca - Southside/ Southwest ,""
9139,Elmira Rd. @ Hess gas station,1,42.422888,-76.516223,Ithaca - Southside/ Southwest ,""
6900,Enfield Center / Park-n-Ride,,42.437817,-76.630967,,"TCAT Rt. 20 turn-around in Enfield Center, at town highway department. Park and Ride located at the Enfield Town Hall, 168 Enfield Main Road, to the north side of the parking lot."
6910,Enfield Main Rd. @ Rt. 79,2,42.450663,-76.631109,Enfield ,"Outbound to Enfield, bus will drop off after making the turn onto Enfield Main Rd."
8056,Etna @ Pinckney,1,42.487183,-76.409683,Dryden (Town) ,"Next to bridge over Fall Creek."
4090,Etna Mills Apartments,1,42.485355,-76.383750,Dryden (Town) ,"Route 366 @ Etna Mills"
9305,Fairview Apts. @ Maple Ave (inbound),1,42.441349,-76.475092,Town of Ithaca - East Hill ,""
9304,Fairview Apts. @ Maple Ave (outbound),1,42.441151,-76.475304,Town of Ithaca - East Hill ,""
9149,Falls @ Lake,1,42.452828,-76.494817,Ithaca - Northside/ Fall Creek ,""
9403,Farmers Market / Aldi,1,42.449130,-76.506759,Ithaca - Northside/ Fall Creek ,""
9336,Farrel Rd. @ Springbrook Circle,1,42.514571,-76.469564,Lansing (Town) ,""
9210,Finger Lakes School of Massage,1,42.463993,-76.535203,Town of Ithaca - West Hill ,""
8105,Foundry - Cornell,1,42.451478,-76.483748,Cornell - Central Campus ,"On university ave. near the foundry accross the street from Sibly Hall."
9366,Freeville - Railroad St. (Rt. 38 @ Rt. 3,2,42.513721,-76.346269,Dryden (Town) ,""
8055,Freeville Park-n-Ride,2,42.512079,-76.350461,Dryden (Town) ,"NYS Rt. 366. Park & ride across from Freeville Methodist Church, with shelter and telephone. Next to Post Office."
4100,Freeville Village,2,42.512001,-76.350384,Dryden (Town) ,""
9264,Gaslight Village Apts.,1,42.480524,-76.472965,Town of Ithaca - Northeast ,""
9122,Geneva @ Clinton,1,42.436907,-76.500706,Ithaca - Downtown/ Commons,""
9142,Geneva @ Green,1,42.438460,-76.500610,Ithaca - Downtown/ Commons,""
9326,Geneva @ State,1,42.439625,-76.500828,Ithaca - Downtown/ Commons,""
3040,Goldwin Smith Hall,1,42.448276,-76.482879,Cornell - Central Campus ,""
9338,Graham @ Triphammer Rd.,1,42.486277,-76.486945,Lansing (Village/ Shops at Ithaca Mall) ,""
1010,Green @ Commons,1,42.438566,-76.497642,Ithaca - Downtown/ Commons,"Tompkins County Library block. Across from Commons, Ithaca City Hall, and Green Street Parking Garage. Green St. is TCAT's largest downtown stop (numbers of buses and people boarding)."
9056,Green @ Fayette,1,42.438391,-76.502813,Ithaca - Downtown/ Commons,""
9052,Green @ Meadow,1,42.438267,-76.508797,Ithaca - West Hill/ West End ,"Near Agway"
9385,Greenstar,1,42.440656,-76.511182,Ithaca - West Hill/ West End ,"See "Seneca @ Fulton" or "Buffalo @ Fulton" stops for service to Greenstar"
9363,Groton Express Mart,1,42.587111,-76.366750,Groton ,""
9362,Groton High School,2,42.580404,-76.369314,Groton ,""
4300,Groton Main Street,2,42.586483,-76.366310,Groton ,""
9361,Groton Rd. @ Peruville Rd.,2,42.548140,-76.361536,Groton ,""
8061,Groton Town Hall,2,42.589850,-76.369233,Groton ,"The Shelter is on Conger Blvd. across from the Town Hall, next to the bridge musium."
9396,Gun Hill Apartments,1,42.451091,-76.493600,Cornell - West Campus ,""
9395,Guthrie Clinic @ Hanshaw Rd.,1,42.476123,-76.430683,Dryden (Town) ,"Stop on Hanshaw Rd. across from Guthrie's driveway"
9100,Haller @ Elm,1,42.436315,-76.526116,Ithaca - West Hill/ West End ,""
9194,Hancock @ Auburn,1,42.448324,-76.500844,Ithaca - Northside/ Fall Creek ,""
9094,Hancock @ First St.,1,42.447239,-76.503087,Ithaca - Northside/ Fall Creek ,""
9093,Hancock @ Second St.,1,42.446760,-76.504165,Ithaca - Northside/ Fall Creek ,""
9157,Hancock @ Third,1,42.446529,-76.505029,Ithaca - Northside/ Fall Creek ,""
1480,Hancock Plaza,1,42.446667,-76.504883,Ithaca - Northside/ Fall Creek ,""
9260,Hanshaw @ Blackstone,1,42.466969,-76.470648,Town of Ithaca - Northeast ,""
9254,Hanshaw @ Murial,1,42.467230,-76.461636,Town of Ithaca - Northeast ,""
9256,Hanshaw @ Salem Dr.,1,42.467293,-76.458696,Town of Ithaca - Northeast ,""
9189,Hanshaw @ Sapsucker Woods Rd.,1,42.467388,-76.450489,Town of Ithaca - Northeast ,""
8107,Hanshaw @ Warren,1,42.467115,-76.465950,Town of Ithaca - Northeast ,"the intersection of Hanshaw & Warren"
8115,Hanshaw Village,1,42.483080,-76.430898,Dryden (Town) ,""
9248,Hasbrouck - Pleasant Grove Rd. @ Jessup,1,42.456764,-76.474057,Cornell - North Campus ,""
3700,Hasbrouck Apts.,1,42.456367,-76.471617,Cornell - North Campus ,""
9042,Hector (rte 79) @ Fall View Terrace,1,42.451776,-76.521435,Town of Ithaca - West Hill ,""
9098,Hector (rte 79) @ Oakwood,1,42.452023,-76.524791,Town of Ithaca - West Hill ,""
9095,Hector (rte 79) @ Sunrise,1,42.443680,-76.516492,Town of Ithaca - West Hill ,""
8068,Hector (rte 79) @ Warren Pl.,1,42.448617,-76.526300,Town of Ithaca - West Hill ,""
9096,Hector St. (413 Hector Street),1,42.446162,-76.517050,Town of Ithaca - West Hill ,""
8084,Helen Newman,1,42.453171,-76.476965,Cornell - North Campus ,"Helen Newman - North Campus stop. Eastbound stop (away from central campus)."
9375,Hickeys Music - see Cayuga @ Lewis,1,42.449559,-76.501072,Ithaca - Northside/ Fall Creek ,"Bus stop located at the corner of Cayuga and Lewis. Hickey's Music Center is located 1 block West of this bus stop."
9401,Highland @ Country Club Rd./Acacia,1,42.458463,-76.486565,Cayuga Heights,""
9400,Highland @ Country Club Rd./Lakeland,1,42.458449,-76.486365,Cayuga Heights,""
1580,Highland @ Thurston,1,42.453850,-76.486500,Cayuga Heights,""
9030,Highland @ Wyckoff,1,42.456422,-76.486225,Cayuga Heights,""
9318,Hillside Acres @ Dryden Rd.,1,42.453493,-76.442801,Dryden (Town) ,""
5340,Hillside View Trailer Park,2,42.330467,-76.443300,Danby ,"Southern turn-around for TCAT Rt. 65 bus."
9078,Hillview @ Aurora,1,42.434951,-76.494482,Ithaca - South Hill (no IC),""
9079,Hillview @ Hudson,1,42.434878,-76.492261,Ithaca - South Hill (no IC),""
5060,Honness Lane @ Rt. 79,1,42.429420,-76.472005,Town of Ithaca - East Hill ,""
9314,Honness Ln. @ Harwick Rd.,1,42.429483,-76.470718,Town of Ithaca - East Hill ,""
9313,Honness Ln. @ Ithaca recreation Way,1,42.429657,-76.466990,Town of Ithaca - East Hill ,""
9099,Hook @ Haller,1,42.439484,-76.526052,Ithaca - West Hill/ West End ,""
9206,Hopkins @ Route 96 (Trumansburgburg Rd),1,42.456762,-76.524432,Town of Ithaca - West Hill ,""
9213,Hospital - See "Cayuga Medical",1,0.000000,0.000000,Town of Ithaca - West Hill ,""
9211,Hospital Rd @ Harris B. Dates Drive,1,42.467252,-76.538481,Town of Ithaca - West Hill ,""
9063,Hudson @ Aurora,1,42.438388,-76.494662,Ithaca - South Hill (no IC),""
9065,Hudson @ Coddington (to IC),1,42.429330,-76.491457,Ithaca - South Hill (no IC),""
9066,Hudson @ Coddington (to Ithaca),1,42.429044,-76.491036,Ithaca - South Hill (no IC),""
9062,Hudson @ Columbia (to Commons),1,42.435776,-76.492261,Ithaca - South Hill (no IC),""
9061,Hudson @ Columbia (to IC),1,42.435996,-76.492428,Ithaca - South Hill (no IC),""
1800,Hudson @ Grandview,1,42.431283,-76.492417,Ithaca - South Hill (no IC),""
8077,Hudson @ Pearsall,1,42.431494,-76.492032,Ithaca - South Hill (no IC),""
9070,IC - Circle @ Main Entrance (towards Par,1,42.421253,-76.499581,Ithaca College ,""
9069,IC - Circle @ Main Entrance (Towards Tow,1,42.421811,-76.499667,Ithaca College ,""
9075,IC - East Entrance,1,42.426327,-76.488851,Ithaca College ,""
9068,IC - Emerson Hall,1,42.425733,-76.491764,Ithaca College ,""
9073,IC - Garden Apartments,1,42.425745,-76.491615,Ithaca College ,""
9067,IC - Hudson @ IC East Entrance,1,42.426668,-76.488844,Ithaca College ,""
305,IC - Roy Park School,1,42.424379,-76.495351,Ithaca College ,""
9071,IC - Smiddy Hall,1,42.419742,-76.499138,Ithaca College ,""
9072,IC - Smiddy Hall / Football Field side,1,42.419597,-76.499141,Ithaca College ,""
9076,IC - Terrace 1,1,42.419584,-76.496773,Ithaca College ,""
9077,IC - Terrace 2,1,42.419694,-76.496676,Ithaca College ,""
8076,IC - The Towers @ Ithaca College,1,42.420368,-76.494488,Ithaca College ,""
9228,Island Health (Chemung Canal Bank),1,42.440961,-76.512912,Ithaca - West Hill/ West End ,""
9229,Island Health (LeHigh Valley House),1,42.440808,-76.512901,Ithaca - West Hill/ West End ,""
1160,Ithaca Bus Station,1,42.439350,-76.511050,Ithaca - West Hill/ West End ,"Westbound from bus station"
9137,Ithaca Plaza,1,42.429737,-76.506761,Ithaca - Southside/ Southwest ,"Northside Wine & Spirits, Taco Bell, Cobbler's Cottage, Ithaca Flower Shop, Transformations Hair Studio"
1780,Ithaca Rd. @ Elmwood Ave.,1,42.439542,-76.478602,Ithaca - Collegetown ,"On Ithaca Rd. just past the crosswalk at Elmwood Ave."
9237,Jacksonville Park-n-ride,2,42.509628,-76.616077,Ulysses ,""
8070,Jacksonville Post Office,2,42.507867,-76.614233,Ulysses ,""
9232,Jacksonville Shursave,2,42.532939,-76.640110,Ulysses ,""
8071,Jessup @ Pleasant Grove,1,42.456828,-76.474513,Cornell - North Campus ,"Jessup Rd & Pleasant Rd. Bus shelter. Across Pleasant Rd (west) from Hasbrouk Apts."
9330,Jessup Rd. @ Jessup Place,,42.456913,-76.478212,,""
9339,Jessup Rd. @ Tennis Courts,1,42.456982,-76.478440,Cornell - North Campus ,""
9312,Joanne Dr. @ Regency Ln.,1,42.425821,-76.456491,Town of Ithaca - East Hill ,""
6420,Juniper Manor,2,42.540661,-76.661659,Trumansburg ,""
9138,K-Mart - behind Sherwin WIlliams,1,42.430461,-76.509913,Ithaca - Southside/ Southwest ,""
4240,Keith @ Lake,2,42.470188,-76.283162,Dryden (Village/ TC3) ,".6 mi. north of Dryden Lake. Good fishing."
3200,Kennedy Hall,1,42.447668,-76.479291,Cornell - Central Campus ,""
9327,Kohls / Home Depot @ Elmira Rd.,1,42.419794,-76.520078,Ithaca - Southside/ Southwest ,""
1510,Lake @ Ithaca HS,1,42.455117,-76.495950,Ithaca - Northside/ Fall Creek ,"Close to Ithaca Falls. Waterfalls and gorge. Fall Creek."
9038,Lake/East Shore Dr. @ Boynton MS,1,42.460782,-76.497404,Ithaca - Northside/ Fall Creek ,"On Lake Ave. at Renwick Place, directly across from Boynton Middle School."
9150,Lake/East Shore Dr. @ Renwick Dr.,1,42.458967,-76.496467,Ithaca - Northside/ Fall Creek ,""
9209,Lakeside Nursing Home - See Cayuge Rdige,1,0.000000,0.000000,Town of Ithaca - West Hill ,""
8042,Langmuir Lab,1,42.485533,-76.458100,Lansing (Village/ Shops at Ithaca Mall) ,"Cornell Business Technology Park, Marriot Inn, Thornwood Drive, Brown Road"
8053,Lansing Fire Co. #3,2,42.587233,-76.590083,Lansing (Town) ,""
4666,Lansing HS,2,42.542383,-76.537033,Lansing (Town) ,""
8046,Lansing Town Hall,2,42.538250,-76.499400,Lansing (Town) ,"Town Hall with park & ride lot."
9110,Lehman Alternative School,1,42.439860,-76.518614,Ithaca - West Hill/ West End ,""
9192,Lincoln @ Auburn,1,42.451799,-76.501000,Ithaca - Northside/ Fall Creek ,""
9034,Lincoln @ Cayuga,1,42.452017,-76.499650,Ithaca - Northside/ Fall Creek ,""
9152,Lincoln @ Dey,1,42.451164,-76.502733,Ithaca - Northside/ Fall Creek ,""
8075,Lincoln @ Tioga,,42.452064,-76.497567,,""
8123,Linderman Creek Apts.,1,42.449307,-76.530451,Town of Ithaca - West Hill ,"Linderman Creek Apartments, Route 79W, Town of Ithaca."
1870,Longview,1,42.415806,-76.503867,Ithaca - South Hill (no IC),"Longview residential center - senior housing and residential care facility. South of Ithaca Collage on Rt 96B."
9118,Lowes,1,42.430794,-76.513480,Ithaca - Southside/ Southwest ,""
4665,Ludlowville,2,42.553583,-76.537483,Lansing (Town) ,"Small rural hamlet with public access to Salmon Creek and large, wide waterfalls. Salmon Creek Falls."
9195,Mall - See "Shops at Ithaca Mall",1,0.000000,0.000000,Lansing (Village/ Shops at Ithaca Mall) ,""
9301,Maplewood Park @ Maple Ave. (inbound),1,42.441341,-76.475020,Town of Ithaca - East Hill ,""
3520,Maplewood Park @ Maple Ave. (outbound),1,42.441127,-76.475315,Town of Ithaca - East Hill ,""
9120,McGraw House,1,42.437711,-76.500571,Ithaca - Downtown/ Commons,""
8065,Meadow @ Elmira,1,42.428236,-76.507732,Ithaca - Southside/ Southwest ,""
9370,Meadow @ Tops gas station,1,42.432292,-76.508188,Ithaca - Southside/ Southwest ,""
9041,Meadow @ Wood St.,1,42.432514,-76.507893,Ithaca - Southside/ Southwest ,""
9392,Milstein Hall,1,42.451193,-76.483823,Cornell - Central Campus ,""
9212,Museum of the Earth,1,42.467178,-76.536925,Town of Ithaca - West Hill ,""
8045,Myers Point Rd. @ Rt. 34,2,42.542300,-76.537350,Lansing (Town) ,"Myers Point is next to a Town of Lansing Myers Park with lake front public beach, boat docks, & fishing access to Salmon Creek.Nice family place to go in summer."
4620,N. Lansing Fire Co. #4,2,42.612975,-76.497034,Lansing (Town) ,"TCAT Rt. 37 turn-around. Next to June's diner."
1310,Nates Floral Estates @ Lowes,1,42.431855,-76.512313,Ithaca - Southside/ Southwest ,""
5405,Newfield Central School / Garden Apts,2,42.359273,-76.597281,Newfield ,""
8067,Newfield Depot @ W. Danby,2,42.368600,-76.552317,Newfield ,"Newfield Depot Rd. & W. Danby Rd. (NYS Rt 34/96)Jim Ray's Mobile Home Park"
5420,Newfield Depot Rd. @ Valley Manor,2,42.368746,-76.556886,Newfield ,""
9371,Newfield Main St @ Elmira Rd.,2,42.352257,-76.608310,Newfield ,""
8112,Newfield Town Hall,2,42.362615,-76.589057,Newfield ,"Park & Ride Lot,Newfield Covered Bridge"
9383,No service,1,0.000000,0.000000,,""
